"n","bytes"
50000,13000824
100000,26000824
150000,39000824
200000,52000824
250000,65000824
300000,78000824
350000,91000824
400000,104000824
450000,117000824
500000,130000824
550000,143000824
600000,156000824
650000,169000824
700000,182000824
750000,195000824
800000,208000824
850000,221000824
900000,234000824
950000,247000824
1000000,260000824
